category,emoji,ja,reading,ru,en
proverb,💬,,,"Кто рано встаёт, тому Бог даёт. Эту пословицу говорят в семьях.",The early bird catches the worm. This wisdom is often repeated.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать.",Better to see once than hear a hundred times.
proverb,💬,,,Семь раз упади — восемь раз поднимись. Эту пословицу говорят в семьях.,"Fall seven times, stand up eight. This proverb is commonly said."
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать. Эту пословицу говорят в семьях.",Better to see once than hear a hundred times. This wisdom is often repeated.
proverb,💬,,,"Лучше медленно, но верно. Эту пословицу говорят в семьях.",Slow and steady wins the race. This wisdom is often repeated.
proverb,💬,,,Путь в тысячу ли начинается с первого шага. Эту пословицу говорят в семьях.,A journey of a thousand miles begins with a single step. This proverb is commonly said.
proverb,💬,,,"Не откладывай на завтра то, что можно сделать сегодня. Эту пословицу говорят в семьях.",Don't postpone to tomorrow what you can do today. This wisdom is often repeated.
proverb,💬,,,"Не откладывай на завтра то, что можно сделать сегодня. Эту мудрость часто повторяют.",Don't postpone to tomorrow what you can do today. This wisdom is often repeated.
proverb,💬,,,"Кто рано встаёт, тому Бог даёт.",The early bird catches the worm.
proverb,💬,,,Путь в тысячу ли начинается с первого шага.,A journey of a thousand miles begins with a single step.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать.",Better to see once than hear a hundred times.
proverb,💬,,,"Кто рано встаёт, тому Бог даёт.",The early bird catches the worm.
